Constituency,Const. No.,Leading Candidate,Leading Party,Leading In,Won In,Trailing In,Trailing Candidate,Trailing Party,Leading In.1,Won In.1,Trailing In.1,  Margin,Round,Status,SheetName,STATES,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
,,,,,,,,,,,,,,,Bye Election,Vilavancode (Tamil Nadu),MOHAN KUMAR M,Independent,609.0,8.0,617.0,0.39
,,,,,,,,,,,,,,,Bye Election,Vilavancode (Tamil Nadu),VIJAYA KUMAR C,Independent,142.0,2.0,144.0,0.09
,,,,,,,,,,,,,,,Bye Election,Vilavancode (Tamil Nadu),SHAJIN R,Independent,285.0,5.0,290.0,0.18
,,,,,,,,,,,,,,,Bye Election,Vilavancode (Tamil Nadu),NOTA,None of the Above,892.0,27.0,919.0,0.58
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),NIVEDITHA SAYANNA,Bharat Rashtra Samithi,34221.0,241.0,34462.0,26.25
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),DR. VAMSHA TILAK T. N.,Bharatiya Janata Party,40241.0,204.0,40445.0,30.8
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),SRIGANESH,Indian National Congress,53274.0,377.0,53651.0,40.86
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),UPPULATE RAJENDER,Bahujan Mukti Party,223.0,0.0,223.0,0.17
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),GUNDATI NARSING RAO,Dharma Samaj Party,114.0,0.0,114.0,0.09
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),YADISHWAR NAKKA,Telangana Republican Party,80.0,0.0,80.0,0.06
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),EILLANDULA SHANKER,Independent,73.0,1.0,74.0,0.06
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),D. KRISHNAVENI,Independent,104.0,1.0,105.0,0.08
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),M. JAI RAM,Independent,43.0,0.0,43.0,0.03
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),JEEDIMADLA RAJ KUMAR,Independent,44.0,0.0,44.0,0.03
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),DUDA MAHIPAL,Independent,110.0,0.0,110.0,0.08
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),DANDEM RATHNAM,Independent,131.0,0.0,131.0,0.1
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),NAGARAJU BANDARU,Independent,658.0,0.0,658.0,0.5
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),M. RAJA HAMSA,Independent,106.0,0.0,106.0,0.08
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),M. SANJEEVULU,Independent,78.0,1.0,79.0,0.06
,,,,,,,,,,,,,,,Bye Election,Secunderabad Cantt (Telangana),NOTA,None of the Above,950.0,19.0,969.0,0.74
,,,,,,,,,,,,,,,Bye Election,Ramnagar (Tripura),DIPAK MAJUMDER,Bharatiya Janata Party,24648.0,732.0,25380.0,75.46
,,,,,,,,,,,,,,,Bye Election,Ramnagar (Tripura),RATAN DAS,Communist Party of India (Marxist),7073.0,293.0,7366.0,21.9
,,,,,,,,,,,,,,,Bye Election,Ramnagar (Tripura),NOTA,None of the Above,853.0,34.0,887.0,2.64
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),ARVIND KUMAR SINGH,Bharatiya Janata Party,105837.0,135.0,105972.0,48.0
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),AVADHESH KUMAR VERMA,Samajwadi Party,88807.0,370.0,89177.0,40.39
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),SARVESH CHANDRA MISHRA,Bahujan Samaj Party,20687.0,55.0,20742.0,9.4
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),RAMPAL,Rashtriya mahan Gantantra Party,796.0,0.0,796.0,0.36
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),SWAM PRAKASH KAUSHAL,Netaji Subhash Chander Bose Rashtriya Azad Party,664.0,0.0,664.0,0.3
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),AJIT SHUKLA,Independent,379.0,0.0,379.0,0.17
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),ARADHANA MISHRA,Independent,288.0,0.0,288.0,0.13
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),SMT. KANCHAN,Independent,573.0,4.0,577.0,0.26
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),DAVESH KUMAR,Independent,336.0,1.0,337.0,0.15
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),RASHID KHAN,Independent,512.0,0.0,512.0,0.23
,,,,,,,,,,,,,,,Bye Election, Dadraul (Uttar Pradesh),NOTA,None of the Above,1319.0,3.0,1322.0,0.6
,,,,,,,,,,,,,,,Bye Election,Lucknow East (Uttar Pradesh),ALOK KUSHWAHA,Bahujan Samaj Party,8256.0,67.0,8323.0,3.4
,,,,,,,,,,,,,,,Bye Election,Lucknow East (Uttar Pradesh),MUKESH SINGH CHAUHAN,Indian National Congress,88656.0,405.0,89061.0,36.41
,,,,,,,,,,,,,,,Bye Election,Lucknow East (Uttar Pradesh),O. P. SRIVASTAVA,Bharatiya Janata Party,142314.0,634.0,142948.0,58.43
,,,,,,,,,,,,,,,Bye Election,Lucknow East (Uttar Pradesh),VINOD KUMAR BALMIKI,Independent,1589.0,6.0,1595.0,0.65
,,,,,,,,,,,,,,,Bye Election,Lucknow East (Uttar Pradesh),NOTA,None of the Above,2691.0,16.0,2707.0,1.11
,,,,,,,,,,,,,,,Bye Election,Gainsari (Uttar Pradesh),RAKESH KUMAR YADAV,Samajwadi Party,86971.0,149.0,87120.0,46.76
,,,,,,,,,,,,,,,Bye Election,Gainsari (Uttar Pradesh),"SHAILESH KUMAR SINGH ""SHAILU""",Bharatiya Janata Party,77611.0,72.0,77683.0,41.7
,,,,,,,,,,,,,,,Bye Election,Gainsari (Uttar Pradesh),"MOHD. HARIS KHAN ""FIDA BABA""",Bahujan Samaj Party,16960.0,23.0,16983.0,9.12
,,,,,,,,,,,,,,,Bye Election,Gainsari (Uttar Pradesh),MOHD GULJAR AHMAD,Peace Party,1304.0,3.0,1307.0,0.7
,,,,,,,,,,,,,,,Bye Election,Gainsari (Uttar Pradesh),RAM DULARE,Independent,485.0,0.0,485.0,0.26
,,,,,,,,,,,,,,,Bye Election,Gainsari (Uttar Pradesh),LAKSHMAN LAL,Independent,507.0,0.0,507.0,0.27
,,,,,,,,,,,,,,,Bye Election,Gainsari (Uttar Pradesh),SHESHRAM,Independent,855.0,0.0,855.0,0.46
,,,,,,,,,,,,,,,Bye Election,Gainsari (Uttar Pradesh),NOTA,None of the Above,1363.0,1.0,1364.0,0.73
,,,,,,,,,,,,,,,Bye Election,Duddhi (Uttar Pradesh),RAVI SINGH,Bahujan Samaj Party,22366.0,29.0,22395.0,11.37
,,,,,,,,,,,,,,,Bye Election,Duddhi (Uttar Pradesh),VIJAY SINGH,Samajwadi Party,82450.0,337.0,82787.0,42.02
,,,,,,,,,,,,,,,Bye Election,Duddhi (Uttar Pradesh),SARAVAN KUMAR,Bharatiya Janata Party,79432.0,147.0,79579.0,40.39
,,,,,,,,,,,,,,,Bye Election,Duddhi (Uttar Pradesh),DAYASHANKAR SINGH,Gondvana Gantantra Party,2659.0,2.0,2661.0,1.35
,,,,,,,,,,,,,,,Bye Election,Duddhi (Uttar Pradesh),MANOJ KUMAR,Rashtriya Samanta Dal,2300.0,0.0,2300.0,1.17
,,,,,,,,,,,,,,,Bye Election,Duddhi (Uttar Pradesh),DINESH KUMAR,Independent,2043.0,2.0,2045.0,1.04
,,,,,,,,,,,,,,,Bye Election,Duddhi (Uttar Pradesh),NOTA,None of the Above,5249.0,3.0,5252.0,2.67
,,,,,,,,,,,,,,,Bye Election,Bhagawangola (West Bengal),ANJU BEGAM,Indian National Congress,91403.0,76.0,91479.0,41.29
,,,,,,,,,,,,,,,Bye Election,Bhagawangola (West Bengal),BHASKAR SARKAR,Bharatiya Janata Party,17265.0,23.0,17288.0,7.8
,,,,,,,,,,,,,,,Bye Election,Bhagawangola (West Bengal),REYAT HOSSAIN SARKAR,All India Trinamool Congress,107018.0,78.0,107096.0,48.34
,,,,,,,,,,,,,,,Bye Election,Bhagawangola (West Bengal),OMAR KHAYYAM (ZIKO),Socialist Unity Centre Of India (COMMUNIST),1092.0,1.0,1093.0,0.49
,,,,,,,,,,,,,,,Bye Election,Bhagawangola (West Bengal),MD MURSHIDUL ALAM,All India Secular Front,2295.0,3.0,2298.0,1.04
,,,,,,,,,,,,,,,Bye Election,Bhagawangola (West Bengal),NASHIM HOSSAIN,Independent,572.0,0.0,572.0,0.26
,,,,,,,,,,,,,,,Bye Election,Bhagawangola (West Bengal),MD. NURUL ISLAM,Independent,463.0,0.0,463.0,0.21
,,,,,,,,,,,,,,,Bye Election,Bhagawangola (West Bengal),NOTA,None of the Above,1252.0,3.0,1255.0,0.57
,,,,,,,,,,,,,,,Bye Election,Baranagar (West Bengal),TANMOY BHATTACHARYA,Communist Party of India (Marxist),26567.0,168.0,26735.0,16.62
,,,,,,,,,,,,,,,Bye Election,Baranagar (West Bengal),SAJAL GHOSH,Bharatiya Janata Party,60881.0,222.0,61103.0,37.98
,,,,,,,,,,,,,,,Bye Election,Baranagar (West Bengal),SAYANTIKA BANERJEE,All India Trinamool Congress,68899.0,352.0,69251.0,43.04
,,,,,,,,,,,,,,,Bye Election,Baranagar (West Bengal),CHITRAPARNA MONDAL,Bharatiya Nyay-Adhikar Raksha Party,510.0,1.0,511.0,0.32
,,,,,,,,,,,,,,,Bye Election,Baranagar (West Bengal),SAMAR KRISHNA SINGHA,Socialist Unity Centre Of India (COMMUNIST),408.0,2.0,410.0,0.25
,,,,,,,,,,,,,,,Bye Election,Baranagar (West Bengal),PRASENJIT DEY,Independent,224.0,0.0,224.0,0.14
,,,,,,,,,,,,,,,Bye Election,Baranagar (West Bengal),SHUBHRANGSHU BHAKTA,Independent,545.0,0.0,545.0,0.34
,,,,,,,,,,,,,,,Bye Election,Baranagar (West Bengal),SAJAL KUMAR GHOSH,Independent,427.0,1.0,428.0,0.27
,,,,,,,,,,,,,,,Bye Election,Baranagar (West Bengal),NOTA,None of the Above,1666.0,12.0,1678.0,1.04
